uttid,wav_path,transcription,length_seconds
BAC009S0059W0305,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0059W0305.wav,"{'uttid': 'BAC009S0059W0305', 'text': '维护消费者的合法权益', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0059W0305.wav', 'rtf': '0.0071'}",2.908
BAC009S0235W0235,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0235W0235.wav,"{'uttid': 'BAC009S0235W0235', 'text': '通过对监管政策的调整', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0235W0235.wav', 'rtf': '0.0071'}",3.141
BAC009S0723W0370,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0723W0370.wav,"{'uttid': 'BAC009S0723W0370', 'text': '与这一次测试 SIZE相比', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0723W0370.wav', 'rtf': '0.0071'}",4.727
BAC009S0036W0304,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0036W0304.wav,"{'uttid': 'BAC009S0036W0304', 'text': '大幅减少资金占用压力', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0036W0304.wav', 'rtf': '0.0071'}",3.024
BAC009S0252W0285,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0252W0285.wav,"{'uttid': 'BAC009S0252W0285', 'text': '大大降低设备的耗电量', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0252W0285.wav', 'rtf': '0.0071'}",2.777
BAC009S0664W0262,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0664W0262.wav,"{'uttid': 'BAC009S0664W0262', 'text': '特斯拉拓展直销模式', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0664W0262.wav', 'rtf': '0.0071'}",2.967
BAC009S0169W0302,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0169W0302.wav,"{'uttid': 'BAC009S0169W0302', 'text': '据中怡康的监测数据', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0169W0302.wav', 'rtf': '0.0071'}",3.0
BAC009S0112W0267,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0112W0267.wav,"{'uttid': 'BAC009S0112W0267', 'text': '尽管有投放数量的数据', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0112W0267.wav', 'rtf': '0.0071'}",3.13
BAC009S0174W0351,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0174W0351.wav,"{'uttid': 'BAC009S0174W0351', 'text': '下半年以来训练很系统', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0174W0351.wav', 'rtf': '0.0071'}",3.298
BAC009S0198W0313,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0198W0313.wav,"{'uttid': 'BAC009S0198W0313', 'text': '第一步人脸检测', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0198W0313.wav', 'rtf': '0.0071'}",2.8
BAC009S0181W0331,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0181W0331.wav,"{'uttid': 'BAC009S0181W0331', 'text': '数据显示', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0181W0331.wav', 'rtf': '0.0071'}",2.05
BAC009S0234W0158,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0234W0158.wav,"{'uttid': 'BAC009S0234W0158', 'text': '亚豪机构统计数据显示', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0234W0158.wav', 'rtf': '0.0071'}",3.734
BAC009S0019W0281,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0019W0281.wav,"{'uttid': 'BAC009S0019W0281', 'text': '我采集了你哪些数据', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0019W0281.wav', 'rtf': '0.0071'}",3.07
BAC009S0657W0431,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0657W0431.wav,"{'uttid': 'BAC009S0657W0431', 'text': '马上暂停比赛参与施救', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0657W0431.wav', 'rtf': '0.0071'}",3.359
BAC009S0137W0127,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0137W0127.wav,"{'uttid': 'BAC009S0137W0127', 'text': 'E居方面的数据显示', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0137W0127.wav', 'rtf': '0.0071'}",3.076
BAC009S0250W0257,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0250W0257.wav,"{'uttid': 'BAC009S0250W0257', 'text': '以避免调整授权模式', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0250W0257.wav', 'rtf': '0.0071'}",2.841
BAC009S0242W0333,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0242W0333.wav,"{'uttid': 'BAC009S0242W0333', 'text': '在民间资本启动之前', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0242W0333.wav', 'rtf': '0.0071'}",3.323
BAC009S0239W0294,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0239W0294.wav,"{'uttid': 'BAC009S0239W0294', 'text': '以及数据同步的实力', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0239W0294.wav', 'rtf': '0.0071'}",2.68
BAC009S0113W0187,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0113W0187.wav,"{'uttid': 'BAC009S0113W0187', 'text': '下同的年报告现场检查', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0113W0187.wav', 'rtf': '0.0071'}",3.927
BAC009S0656W0129,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0656W0129.wav,"{'uttid': 'BAC009S0656W0129', 'text': '通过降低首付款比例', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0656W0129.wav', 'rtf': '0.0071'}",3.33
BAC009S0078W0238,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0078W0238.wav,"{'uttid': 'BAC009S0078W0238', 'text': '记者你怎样生产假药', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0078W0238.wav', 'rtf': '0.0071'}",3.041
BAC009S0227W0389,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0227W0389.wav,"{'uttid': 'BAC009S0227W0389', 'text': 'NEW商业模式创新的需求', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0227W0389.wav', 'rtf': '0.0071'}",3.528
BAC009S0104W0192,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0104W0192.wav,"{'uttid': 'BAC009S0104W0192', 'text': '促进上市公司规范运作', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0104W0192.wav', 'rtf': '0.0071'}",3.346
BAC009S0174W0210,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0174W0210.wav,"{'uttid': 'BAC009S0174W0210', 'text': '有铬盐生产企业五家', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0174W0210.wav', 'rtf': '0.0071'}",3.496
BAC009S0097W0142,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0097W0142.wav,"{'uttid': 'BAC009S0097W0142', 'text': '国家统计局数据显示', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0097W0142.wav', 'rtf': '0.0071'}",3.07
BAC009S0243W0167,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0243W0167.wav,"{'uttid': 'BAC009S0243W0167', 'text': '新区管委会发布数据称', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0243W0167.wav', 'rtf': '0.0071'}",3.832
BAC009S0166W0320,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0166W0320.wav,"{'uttid': 'BAC009S0166W0320', 'text': '检测老人在家的活动', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0166W0320.wav', 'rtf': '0.0071'}",2.76
BAC009S0215W0164,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0215W0164.wav,"{'uttid': 'BAC009S0215W0164', 'text': '极大降低了管理成本', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0215W0164.wav', 'rtf': '0.0071'}",2.776
BAC009S0160W0268,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0160W0268.wav,"{'uttid': 'BAC009S0160W0268', 'text': '松下宣布收购三洋电机', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0160W0268.wav', 'rtf': '0.0071'}",3.57
BAC009S0599W0158,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0599W0158.wav,"{'uttid': 'BAC009S0599W0158', 'text': '各地调整公积金政策', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0599W0158.wav', 'rtf': '0.0071'}",2.683
BAC009S0510W0200,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0510W0200.wav,"{'uttid': 'BAC009S0510W0200', 'text': '将于九月份正式启动', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0510W0200.wav', 'rtf': '0.0071'}",3.115
BAC009S0244W0414,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0244W0414.wav,"{'uttid': 'BAC009S0244W0414', 'text': '要暂停工作专心养伤', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0244W0414.wav', 'rtf': '0.0071'}",2.906
BAC009S0008W0253,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0008W0253.wav,"{'uttid': 'BAC009S0008W0253', 'text': '及车载信息娱乐系统', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0008W0253.wav', 'rtf': '0.0071'}",3.111
BAC009S0021W0208,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0021W0208.wav,"{'uttid': 'BAC009S0021W0208', 'text': '若不对消费加以控制', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0021W0208.wav', 'rtf': '0.0071'}",2.657
BAC009S0102W0329,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0102W0329.wav,"{'uttid': 'BAC009S0102W0329', 'text': '对于可穿戴设备的前景', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0102W0329.wav', 'rtf': '0.0071'}",3.162
BAC009S0015W0333,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0015W0333.wav,"{'uttid': 'BAC009S0015W0333', 'text': '迅速扩大了生产的规模', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0015W0333.wav', 'rtf': '0.0071'}",3.585
BAC009S0421W0146,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0421W0146.wav,"{'uttid': 'BAC009S0421W0146', 'text': '要调整资产和负债结构', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0421W0146.wav', 'rtf': '0.0071'}",4.12
BAC009S0336W0213,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0336W0213.wav,"{'uttid': 'BAC009S0336W0213', 'text': '根据不完全统计数据', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0336W0213.wav', 'rtf': '0.0071'}",3.561
BAC009S0360W0384,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0360W0384.wav,"{'uttid': 'BAC009S0360W0384', 'text': '采购国际先进制冰设备', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0360W0384.wav', 'rtf': '0.0071'}",5.031
BAC009S0226W0459,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0226W0459.wav,"{'uttid': 'BAC009S0226W0459', 'text': '非法控制近十小时', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0226W0459.wav', 'rtf': '0.0071'}",3.226
BAC009S0167W0128,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0167W0128.wav,"{'uttid': 'BAC009S0167W0128', 'text': '催生了新的办公模式', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0167W0128.wav', 'rtf': '0.0071'}",3.2
BAC009S0115W0183,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0115W0183.wav,"{'uttid': 'BAC009S0115W0183', 'text': '将有利于降低购房成本', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0115W0183.wav', 'rtf': '0.0071'}",3.573
BAC009S0097W0255,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0097W0255.wav,"{'uttid': 'BAC009S0097W0255', 'text': '毕竟传输速度大大提升', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0097W0255.wav', 'rtf': '0.0071'}",3.112
BAC009S0036W0156,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0036W0156.wav,"{'uttid': 'BAC009S0036W0156', 'text': '成为最环保启动仪式', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0036W0156.wav', 'rtf': '0.0071'}",2.977
BAC009S0099W0327,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0099W0327.wav,"{'uttid': 'BAC009S0099W0327', 'text': '在工厂生产的非常慢', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0099W0327.wav', 'rtf': '0.0071'}",2.557
BAC009S0168W0364,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0168W0364.wav,"{'uttid': 'BAC009S0168W0364', 'text': '共同见证了网站的启动', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0168W0364.wav', 'rtf': '0.0071'}",3.194
BAC009S0150W0398,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0150W0398.wav,"{'uttid': 'BAC009S0150W0398', 'text': '在如此巨大的压力下', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0150W0398.wav', 'rtf': '0.0071'}",2.584
BAC009S0037W0250,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0037W0250.wav,"{'uttid': 'BAC009S0037W0250', 'text': '按照相似的契约运行的', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0037W0250.wav', 'rtf': '0.0071'}",2.802
BAC009S0043W0223,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0043W0223.wav,"{'uttid': 'BAC009S0043W0223', 'text': '汪建中一直操作规范', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0043W0223.wav', 'rtf': '0.0071'}",3.032
BAC009S0252W0302,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0252W0302.wav,"{'uttid': 'BAC009S0252W0302', 'text': '对于这类可穿戴设备', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0252W0302.wav', 'rtf': '0.0071'}",2.861
BAC009S0230W0176,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0230W0176.wav,"{'uttid': 'BAC009S0230W0176', 'text': '中原地产最新数据显示', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0230W0176.wav', 'rtf': '0.0071'}",3.295
BAC009S0247W0306,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0247W0306.wav,"{'uttid': 'BAC009S0247W0306', 'text': '从数据的采集到输入', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0247W0306.wav', 'rtf': '0.0071'}",2.799
BAC009S0148W0493,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0148W0493.wav,"{'uttid': 'BAC009S0148W0493', 'text': '此前组织开展专项检查', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0148W0493.wav', 'rtf': '0.0071'}",3.237
BAC009S0350W0226,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0350W0226.wav,"{'uttid': 'BAC009S0350W0226', 'text': '实施多污染物协同控制', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0350W0226.wav', 'rtf': '0.0071'}",3.935
BAC009S0189W0228,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0189W0228.wav,"{'uttid': 'BAC009S0189W0228', 'text': '而对于生产企业而言', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0189W0228.wav', 'rtf': '0.0071'}",3.549
BAC009S0238W0296,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0238W0296.wav,"{'uttid': 'BAC009S0238W0296', 'text': '拥有无分心阅读模式', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0238W0296.wav', 'rtf': '0.0071'}",2.899
BAC009S0229W0289,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0229W0289.wav,"{'uttid': 'BAC009S0229W0289', 'text': '所以提出了分 CHINA模式', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0229W0289.wav', 'rtf': '0.0071'}",3.282
BAC009S0242W0285,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0242W0285.wav,"{'uttid': 'BAC009S0242W0285', 'text': '控制相机拍照等功能', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0242W0285.wav', 'rtf': '0.0071'}",3.067
BAC009S0036W0359,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0036W0359.wav,"{'uttid': 'BAC009S0036W0359', 'text': '但他还是控制了力道', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0036W0359.wav', 'rtf': '0.0071'}",2.783
BAC009S0174W0445,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0174W0445.wav,"{'uttid': 'BAC009S0174W0445', 'text': '暂停一年的自主招生', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0174W0445.wav', 'rtf': '0.0071'}",3.202
BAC009S0035W0285,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0035W0285.wav,"{'uttid': 'BAC009S0035W0285', 'text': '二零一四财年营收数据', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0035W0285.wav', 'rtf': '0.0071'}",3.527
BAC009S0601W0220,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0601W0220.wav,"{'uttid': 'BAC009S0601W0220', 'text': '部分养殖场停止孵化', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0601W0220.wav', 'rtf': '0.0071'}",3.797
BAC009S0241W0320,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0241W0320.wav,"{'uttid': 'BAC009S0241W0320', 'text': '再加上后续维护费用', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0241W0320.wav', 'rtf': '0.0071'}",2.916
BAC009S0094W0448,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0094W0448.wav,"{'uttid': 'BAC009S0094W0448', 'text': '今日自动扶梯恢复运行', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0094W0448.wav', 'rtf': '0.0071'}",3.437
BAC009S0238W0211,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0238W0211.wav,"{'uttid': 'BAC009S0238W0211', 'text': '整个结算体系运行正常', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0238W0211.wav', 'rtf': '0.0071'}",3.188
BAC009S0244W0307,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0244W0307.wav,"{'uttid': 'BAC009S0244W0307', 'text': '可能他们压力就大了', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0244W0307.wav', 'rtf': '0.0071'}",2.61
BAC009S0361W0313,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0361W0313.wav,"{'uttid': 'BAC009S0361W0313', 'text': '在系统和数据安全上', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0361W0313.wav', 'rtf': '0.0071'}",3.392
BAC009S0032W0220,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0032W0220.wav,"{'uttid': 'BAC009S0032W0220', 'text': '运用经济状况核对系统', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0032W0220.wav', 'rtf': '0.0071'}",3.11
BAC009S0243W0240,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0243W0240.wav,"{'uttid': 'BAC009S0243W0240', 'text': '继续存续运作', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0243W0240.wav', 'rtf': '0.0071'}",2.575
BAC009S0171W0457,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0171W0457.wav,"{'uttid': 'BAC009S0171W0457', 'text': '根据往年交通运行情况', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0171W0457.wav', 'rtf': '0.0071'}",3.642
BAC009S0153W0449,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0153W0449.wav,"{'uttid': 'BAC009S0153W0449', 'text': '除了技术和设备故障外', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0153W0449.wav', 'rtf': '0.0071'}",3.265
BAC009S0112W0129,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0112W0129.wav,"{'uttid': 'BAC009S0112W0129', 'text': '国家统计局数据显示', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0112W0129.wav', 'rtf': '0.0071'}",3.154
BAC009S0108W0225,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0108W0225.wav,"{'uttid': 'BAC009S0108W0225', 'text': '上交所调整上市平台', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0108W0225.wav', 'rtf': '0.0071'}",2.837
BAC009S0067W0139,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0067W0139.wav,"{'uttid': 'BAC009S0067W0139', 'text': '国家统计局数据显示', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0067W0139.wav', 'rtf': '0.0071'}",2.779
BAC009S0020W0147,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0020W0147.wav,"{'uttid': 'BAC009S0020W0147', 'text': '需要一定时间调整利率', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0020W0147.wav', 'rtf': '0.0071'}",3.144
BAC009S0075W0220,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0075W0220.wav,"{'uttid': 'BAC009S0075W0220', 'text': '加大债券结构调整力度', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0075W0220.wav', 'rtf': '0.0071'}",3.831
BAC009S0659W0245,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0659W0245.wav,"{'uttid': 'BAC009S0659W0245', 'text': '降低消费者维权成本', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0659W0245.wav', 'rtf': '0.0071'}",3.097
BAC009S0716W0364,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0716W0364.wav,"{'uttid': 'BAC009S0716W0364', 'text': '后来再也 TAO整不回来', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0716W0364.wav', 'rtf': '0.0071'}",3.084
BAC009S0350W0433,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0350W0433.wav,"{'uttid': 'BAC009S0350W0433', 'text': '初步检查未发现明火', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0350W0433.wav', 'rtf': '0.0071'}",3.404
BAC009S0007W0484,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0007W0484.wav,"{'uttid': 'BAC009S0007W0484', 'text': '司机已经被警方控制', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0007W0484.wav', 'rtf': '0.0071'}",3.115
BAC009S0665W0134,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0665W0134.wav,"{'uttid': 'BAC009S0665W0134', 'text': '相关公司股票走势降低', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0665W0134.wav', 'rtf': '0.0071'}",3.727
BAC009S0340W0301,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0340W0301.wav,"{'uttid': 'BAC009S0340W0301', 'text': '我们偏向于走美国模式', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0340W0301.wav', 'rtf': '0.0071'}",2.937
BAC009S0163W0204,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0163W0204.wav,"{'uttid': 'BAC009S0163W0204', 'text': '产业结构需进一步调整', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0163W0204.wav', 'rtf': '0.0071'}",3.138
BAC009S0171W0372,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0171W0372.wav,"{'uttid': 'BAC009S0171W0372', 'text': '蔡泽林顺势调整速度', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0171W0372.wav', 'rtf': '0.0071'}",3.262
BAC009S0512W0214,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0512W0214.wav,"{'uttid': 'BAC009S0512W0214', 'text': '亦可交由该公司运作', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0512W0214.wav', 'rtf': '0.0071'}",3.524
BAC009S0146W0175,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0146W0175.wav,"{'uttid': 'BAC009S0146W0175', 'text': '但降低首付作用有限', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0146W0175.wav', 'rtf': '0.0071'}",3.133
BAC009S0598W0178,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0598W0178.wav,"{'uttid': 'BAC009S0598W0178', 'text': '各地调整公积金政策', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0598W0178.wav', 'rtf': '0.0071'}",3.75
BAC009S0160W0305,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0160W0305.wav,"{'uttid': 'BAC009S0160W0305', 'text': '曾在广汽丰田负责生产', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0160W0305.wav', 'rtf': '0.0071'}",3.744
BAC009S0091W0246,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0091W0246.wav,"{'uttid': 'BAC009S0091W0246', 'text': '做好降费的技术操作', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0091W0246.wav', 'rtf': '0.0071'}",2.793
BAC009S0033W0455,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0033W0455.wav,"{'uttid': 'BAC009S0033W0455', 'text': '参与过敏风险指数测试', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0033W0455.wav', 'rtf': '0.0071'}",3.034
BAC009S0360W0321,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0360W0321.wav,"{'uttid': 'BAC009S0360W0321', 'text': '采集每个点上的数据', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0360W0321.wav', 'rtf': '0.0071'}",3.865
